fecha_de_servicio,precio_por_lt,cant_suministrada,zona,tipo_de_unidad,km_recorrido,location,proveedor,site,year,periodo,q,status,lts_solicitados,folio_dors,destino/pozo,hora_requerida,costo
2021-12-28,18.254590517241382,100.0,CENTRO,RECIRCULADOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,100.0,DIE-023640,ESTACION DIESEL,10:28:00,1825.459051724138
2021-12-28,18.254590517241382,600.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023641,ESTACION DIESEL,10:18:00,10952.75431034483
2021-12-28,18.254590517241382,1000.0,CENTRO,TOTE,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,1000.0,DIE-023642,ESTACION DIESEL,11:54:00,18254.590517241384
2021-12-28,18.254590517241382,19.0,CENTRO,BIDON,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,19.0,DIE-023643,ESTACION DIESEL,12:15:00,346.8372198275863
2021-12-28,18.254590517241382,141.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023644,ESTACION DIESEL,12:19:00,2573.897262931035
2021-12-28,18.254590517241382,78.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,78.0,DIE-023645,ESTACION DIESEL,12:38:00,1423.858060344828
2021-12-28,18.254590517241382,230.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023646,ESTACION DIESEL,13:01:00,4198.555818965518
2021-12-28,18.254590517241382,106.0,CENTRO,RECIRCULADOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,150.0,DIE-023647,ESTACION DIESEL,13:07:00,1934.9865948275865
2021-12-28,18.254590517241382,92.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023648,ESTACION DIESEL,13:17:00,1679.4223275862073
2021-12-28,18.254590517241382,175.0,CENTRO,SUF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023649,ESTACION DIESEL,15:03:00,3194.553340517242
2021-12-29,18.254590517241382,500.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023650,ESTACION DIESEL,11:25:00,9127.295258620692
2021-12-29,18.254590517241382,620.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,700.0,DIE-023651,ESTACION DIESEL,11:31:00,11317.846120689655
2021-12-29,18.254590517241382,426.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023652,ESTACION DIESEL,11:43:00,7776.455560344829
2021-12-29,18.254590517241382,134.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,280.0,DIE-023653,ESTACION DIESEL,12:40:00,2446.1151293103453
2021-12-29,18.254590517241382,317.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023654,ESTACION DIESEL,12:54:00,5786.705193965518
2021-12-29,18.254590517241382,63.0,CENTRO,RECIRCULADOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,100.0,DIE-023655,ESTACION DIESEL,12:51:00,1150.039202586207
2021-12-29,18.254590517241382,370.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023656,ESTACION DIESEL,13:01:00,6754.198491379311
2021-12-29,18.254590517241382,335.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023657,ESTACION DIESEL,13:23:00,6115.287823275863
2021-12-29,18.254590517241382,302.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023658,ESTACION DIESEL,14:07:00,5512.886336206898
2021-12-29,18.254590517241382,40.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,40.0,DIE-023659,ESTACION DIESEL,14:17:00,730.1836206896553
2021-12-29,18.254590517241382,89.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,89.0,DIE-023660,ESTACION DIESEL,15:03:00,1624.6585560344831
2021-12-29,18.254590517241382,60.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,100.0,DIE-023661,ESTACION DIESEL,15:09:00,1095.275431034483
2021-12-29,18.254590517241382,1000.0,CENTRO,TOTE,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,1000.0,DIE-023662,ESTACION DIESEL,15:53:00,18254.590517241384
2021-12-30,18.254590517241382,53.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,53.0,DIE-023663,ESTACION DIESEL,13:17:00,967.4932974137932
2021-12-30,18.254590517241382,49.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,49.0,DIE-023664,ESTACION DIESEL,13:43:00,894.4749353448277
2021-12-30,18.254590517241382,103.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,103.0,DIE-023665,ESTACION DIESEL,15:03:00,1880.2228232758623
2021-12-30,18.254590517241382,900.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,900.0,DIE-023666,ESTACION DIESEL,15:13:00,16429.131465517243
2021-12-30,18.254590517241382,67.0,CENTRO,RABON C/HIAB,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,150.0,DIE-023667,ESTACION DIESEL,15:24:00,1223.0575646551729
2021-12-30,18.254590517241382,56.0,CENTRO,F-450,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,80.0,DIE-023668,ESTACION DIESEL,16:03:00,1022.2570689655174
2021-12-31,18.254590517241382,440.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023669,ESTACION DIESEL,10:00:00,8032.019827586208
2021-12-31,18.254590517241382,143.0,CENTRO,RECIRCULADOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023670,ESTACION DIESEL,10:10:00,2610.4064439655176
2021-12-31,18.254590517241382,410.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023671,ESTACION DIESEL,10:20:00,7484.382112068967
2021-12-31,18.254590517241382,205.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,350.0,DIE-023672,ESTACION DIESEL,11:30:00,3742.191056034483
2021-12-31,18.254590517241382,225.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023673,ESTACION DIESEL,11:30:00,4107.282866379311
2021-12-31,18.254590517241382,170.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,350.0,DIE-023674,ESTACION DIESEL,11:40:00,3103.280387931035
2021-12-31,18.254590517241382,425.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023675,ESTACION DIESEL,11:55:00,7758.200969827588
2021-12-31,18.254590517241382,230.0,CENTRO,PORTA SILOS,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023676,ESTACION DIESEL,12:15:00,4198.555818965518
2022-01-02,18.411820689655176,535.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,800.0,DIE-023677,ESTACION DIESEL,09:55:00,9850.32406896552
2022-01-02,18.411820689655176,120.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,120.0,DIE-023678,ESTACION DIESEL,11:30:00,2209.418482758621
2022-01-03,18.411820689655176,100.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,150.0,DIE-023679,ESTACION DIESEL,11:00:00,1841.1820689655176
2022-01-03,18.411820689655176,120.0,CENTRO,GENIE,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,120.0,DIE-023680,ESTACION DIESEL,12:36:00,2209.418482758621
2022-01-03,18.411820689655176,50.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,50.0,DIE-023681,ESTACION DIESEL,17:00:00,920.5910344827588
2022-01-04,18.411820689655176,260.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023682,ESTACION DIESEL,09:40:00,4787.073379310345
2022-01-04,18.411820689655176,30.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,30.0,DIE-023683,ESTACION DIESEL,09:50:00,552.3546206896552
2022-01-04,18.411820689655176,350.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,660.0,DIE-023684,ESTACION DIESEL,10:00:00,6444.1372413793115
2022-01-04,18.411820689655176,600.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023685,ESTACION DIESEL,10:30:00,11047.092413793103
2022-01-04,18.411820689655176,230.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023686,ESTACION DIESEL,10:50:00,4234.71875862069
2022-01-04,18.411820689655176,77.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,200.0,DIE-023687,ESTACION DIESEL,11:00:00,1417.7101931034483
2022-01-04,18.411820689655176,323.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,700.0,DIE-023688,ESTACION DIESEL,11:10:00,5947.018082758622
2022-01-04,18.411820689655176,520.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023689,ESTACION DIESEL,11:30:00,9574.14675862069
2022-01-04,18.411820689655176,320.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,320.0,DIE-023690,ESTACION DIESEL,14:10:00,5891.782620689656
2022-01-04,18.411820689655176,200.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023691,ESTACION DIESEL,14:15:00,3682.364137931035
2022-01-05,18.31699310344828,150.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,200.0,DIE-023692,ESTACION DIESEL,09:35:00,2747.548965517242
2022-01-05,18.31699310344828,190.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023693,ESTACION DIESEL,09:50:00,3480.228689655173
2022-01-05,18.31699310344828,70.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,70.0,DIE-023694,ESTACION DIESEL,10:00:00,1282.1895172413797
2022-01-05,18.31699310344828,160.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023695,ESTACION DIESEL,10:50:00,2930.718896551725
2022-01-05,18.31699310344828,65.0,CENTRO,MOTOR DEUTZ,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,65.0,DIE-023696,ESTACION DIESEL,11:30:00,1190.6045517241382
2022-01-05,18.31699310344828,42.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,45.0,DIE-023697,ESTACION DIESEL,12:15:00,769.3137103448278
2022-01-05,18.31699310344828,68.0,CENTRO,F-450,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,100.0,DIE-023698,ESTACION DIESEL,13:15:00,1245.555531034483
2022-01-05,18.31699310344828,50.0,CENTRO,TORRE DE ILUMINACION,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,60.0,DIE-023699,ESTACION DIESEL,13:40:00,915.849655172414
2022-01-05,18.31699310344828,54.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,200.0,DIE-023700,ESTACION DIESEL,14:00:00,989.117627586207
2022-01-05,18.31699310344828,120.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023701,ESTACION DIESEL,14:10:00,2198.0391724137935
2022-01-05,18.31699310344828,256.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023702,ESTACION DIESEL,14:25:00,4689.1502344827595
2022-01-05,18.31699310344828,140.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,140.0,DIE-023703,ESTACION DIESEL,16:00:00,2564.379034482759
2022-01-05,18.31699310344828,105.0,CENTRO,HIAB,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,105.0,DIE-023704,ESTACION DIESEL,16:50:00,1923.2842758620693
2022-01-05,18.31699310344828,70.0,CENTRO,F-450,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,70.0,DIE-023705,ESTACION DIESEL,17:00:00,1282.1895172413797
2022-01-06,18.53251034482759,240.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023706,ESTACION DIESEL,12:30:00,4447.802482758621
2022-01-06,18.53251034482759,45.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,45.0,DIE-023707,ESTACION DIESEL,12:45:00,833.9629655172415
2022-01-06,18.53251034482759,19.0,CENTRO,BIDON,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,19.0,DIE-023708,ESTACION DIESEL,13:20:00,352.1176965517242
2022-01-06,18.53251034482759,536.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,700.0,DIE-023709,ESTACION DIESEL,15:00:00,9933.425544827587
2022-01-06,18.53251034482759,70.0,CENTRO,RABON C/HIAB,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023710,ESTACION DIESEL,15:20:00,1297.275724137931
2022-01-06,18.53251034482759,510.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,650.0,DIE-023711,ESTACION DIESEL,16:00:00,9451.58027586207
2022-01-06,18.53251034482759,80.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,200.0,DIE-023712,ESTACION DIESEL,16:10:00,1482.600827586207
2022-01-06,18.53251034482759,85.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,85.0,DIE-023713,ESTACION DIESEL,16:30:00,1575.263379310345
2022-01-07,18.78251034482759,62.0,CENTRO,F-550,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,62.0,DIE-023714,ESTACION DIESEL,08:37:00,1164.5156413793104
2022-01-07,18.78251034482759,100.0,CENTRO,PORTA SILOS,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023715,ESTACION DIESEL,08:43:00,1878.251034482759
2022-01-07,18.78251034482759,237.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023716,ESTACION DIESEL,10:26:00,4451.4549517241385
2022-01-07,18.78251034482759,143.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023717,ESTACION DIESEL,10:42:00,2685.898979310345
2022-01-07,18.78251034482759,83.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,150.0,DIE-023718,ESTACION DIESEL,10:45:00,1558.94835862069
2022-01-07,18.78251034482759,370.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023719,ESTACION DIESEL,12:35:00,6949.528827586208
2022-01-07,18.78251034482759,970.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,1000.0,DIE-023720,ESTACION DIESEL,12:47:00,18219.03503448276
2022-01-07,18.78251034482759,109.0,CENTRO,GENIE,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,109.0,DIE-023721,ESTACION DIESEL,14:32:00,2047.293627586207
2022-01-07,18.78251034482759,250.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023722,ESTACION DIESEL,15:30:00,4695.627586206897
2022-01-08,18.78251034482759,706.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,800.0,DIE-023723,ESTACION DIESEL,08:40:00,13260.452303448275
2022-01-08,18.78251034482759,81.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,200.0,DIE-023724,ESTACION DIESEL,09:47:00,1521.3833379310347
2022-01-08,18.78251034482759,137.0,CENTRO,BULK,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,350.0,DIE-023725,ESTACION DIESEL,10:29:00,2573.2039172413797
2022-01-08,18.78251034482759,1000.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,1000.0,DIE-023726,ESTACION DIESEL,11:37:00,18782.510344827588
2022-01-08,18.78251034482759,125.0,CENTRO,HIAB,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,125.0,DIE-023727,ESTACION DIESEL,11:54:00,2347.8137931034485
2022-01-08,18.78251034482759,81.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,120.0,DIE-023728,ESTACION DIESEL,12:40:00,1521.3833379310347
2022-01-08,18.78251034482759,569.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023729,ESTACION DIESEL,13:43:00,10687.248386206898
2022-01-08,18.78251034482759,594.0,CENTRO,SPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023730,ESTACION DIESEL,13:53:00,11156.811144827589
2022-01-08,18.78251034482759,42.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,45.0,DIE-023731,ESTACION DIESEL,14:53:00,788.8654344827587
2022-01-08,18.78251034482759,165.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,165.0,DIE-023732,ESTACION DIESEL,16:14:00,3099.1142068965523
2022-01-09,18.78251034482759,54.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,54.0,DIE-023733,ESTACION DIESEL,08:00:00,1014.2555586206898
2022-01-09,18.78251034482759,62.0,CENTRO,F-450,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,62.0,DIE-023734,ESTACION DIESEL,09:15:00,1164.5156413793104
2022-01-09,18.78251034482759,509.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023735,ESTACION DIESEL,09:23:00,9560.297765517244
2022-01-09,18.78251034482759,114.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,200.0,DIE-023736,ESTACION DIESEL,09:28:00,2141.2061793103453
2022-01-09,18.78251034482759,305.0,CENTRO,SPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023737,ESTACION DIESEL,10:07:00,5728.6656551724145
2022-01-09,18.78251034482759,229.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023738,ESTACION DIESEL,10:17:00,4301.194868965518
2022-01-09,18.78251034482759,103.0,CENTRO,PCM,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023739,ESTACION DIESEL,11:13:00,1934.5985655172417
2022-01-09,18.78251034482759,174.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023740,ESTACION DIESEL,11:21:00,3268.1568000000007
2022-01-09,18.78251034482759,451.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023741,ESTACION DIESEL,11:51:00,8470.912165517242
2022-01-09,18.78251034482759,454.0,CENTRO,SPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023742,ESTACION DIESEL,12:01:00,8527.259696551726
2022-01-09,18.78251034482759,95.0,CENTRO,CABINA MARINA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,95.0,DIE-023743,ESTACION DIESEL,12:40:00,1784.338482758621
2022-01-10,18.78251034482759,128.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,128.0,DIE-023744,ESTACION DIESEL,09:53:00,2404.1613241379314
2022-01-10,18.78251034482759,219.0,CENTRO,UNIDAD DE REGISTRO,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,219.0,DIE-023745,ESTACION DIESEL,10:37:00,4113.369765517242
2022-01-10,18.78251034482759,321.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023746,ESTACION DIESEL,10:45:00,6029.185820689656
2022-01-10,18.78251034482759,518.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,600.0,DIE-023747,ESTACION DIESEL,11:23:00,9729.340358620691
2022-01-10,18.78251034482759,84.0,CENTRO,RECIRCULADOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,150.0,DIE-023748,ESTACION DIESEL,13:37:00,1577.7308689655174
2022-01-10,18.78251034482759,65.0,CENTRO,COMPRESOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,100.0,DIE-023749,ESTACION DIESEL,14:05:00,1220.863172413793
2022-01-10,18.78251034482759,116.0,CENTRO,RABON C/HIAB,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,350.0,DIE-023750,ESTACION DIESEL,14:15:00,2178.7712
2022-01-10,18.78251034482759,200.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023751,ESTACION DIESEL,14:17:00,3756.502068965518
2022-01-10,18.78251034482759,162.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023752,ESTACION DIESEL,14:26:00,3042.7666758620694
2022-01-10,18.78251034482759,155.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023753,ESTACION DIESEL,14:45:00,2911.2891034482764
2022-01-10,18.78251034482759,40.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,40.0,DIE-023754,ESTACION DIESEL,14:53:00,751.3004137931035
2022-01-10,18.78251034482759,300.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023755,ESTACION DIESEL,14:57:00,5634.753103448276
2022-01-10,18.78251034482759,58.0,CENTRO,PLANTA DE LUZ,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,58.0,DIE-023756,ESTACION DIESEL,16:51:00,1089.3856
2022-01-11,18.78251034482759,19.0,CENTRO,BIDON,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,19.0,DIE-023757,ESTACION DIESEL,09:49:00,356.8676965517242
2022-01-11,18.78251034482759,80.0,CENTRO,CPF,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023758,ESTACION DIESEL,09:57:00,1502.600827586207
2022-01-11,18.78251034482759,337.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,400.0,DIE-023759,ESTACION DIESEL,10:11:00,6329.705986206897
2022-01-11,18.78251034482759,145.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,145.0,DIE-023760,ESTACION DIESEL,10:14:00,2723.4640000000004
2022-01-11,18.78251034482759,89.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,89.0,DIE-023761,ESTACION DIESEL,10:31:00,1671.6434206896554
2022-01-11,18.78251034482759,731.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,750.0,DIE-023762,ESTACION DIESEL,14:13:00,13730.015062068967
2022-01-11,18.78251034482759,36.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,36.0,DIE-023763,ESTACION DIESEL,15:47:00,676.1703724137932
2022-01-11,18.78251034482759,300.0,CENTRO,PORTA SILOS,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,300.0,DIE-023764,ESTACION DIESEL,16:21:00,5634.753103448276
2022-01-11,18.78251034482759,250.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023765,ESTACION DIESEL,16:38:00,4695.627586206897
2022-01-12,18.78251034482759,84.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,250.0,DIE-023766,ESTACION DIESEL,13:00:00,1577.7308689655174
2022-01-12,18.78251034482759,556.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,700.0,DIE-023767,ESTACION DIESEL,13:00:00,10443.07575172414
2022-01-12,18.78251034482759,213.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,450.0,DIE-023768,ESTACION DIESEL,14:00:00,4000.674703448277
2022-01-12,18.78251034482759,78.0,CENTRO,RECIRCULADOR,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,150.0,DIE-023769,ESTACION DIESEL,14:15:00,1465.035806896552
2022-01-12,18.78251034482759,310.0,CENTRO,QUINTA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,500.0,DIE-023770,ESTACION DIESEL,14:30:00,5822.578206896553
2022-01-12,18.78251034482759,159.0,CENTRO,MONTACARGA,0.0,MXS,HIDROIN,BASE,2022,ENERO,Q1,FINANCE,159.0,DIE-023771,ESTACION DIESEL,15:20:00,2986.4191448275865
