fecha_de_servicio,precio_por_lt,cant_suministrada,zona,tipo_de_unidad,km_recorrido,location,proveedor,site,year,periodo,q,status,lts_solicitados,folio_dors,destino/pozo,hora_requerida,costo
2020-12-21,17.43,1200.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1200.0,DI23630,CIBIX 1001,08:00:00,20916.0
2020-12-23,17.43,62.0,MINATITLAN,UNIDAD DE REGISTRO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,600.0,DI23632,TUZANDEPENTL 205A,10:00:00,1080.66
2020-12-23,17.43,669.0,MINATITLAN,TRANSIT,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23632,TUZANDEPENTL 205A,10:00:00,11660.67
2020-12-21,17.43,798.0,COMALCALCO,SUPER BOMBA,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23645,BELLOTA 1A,09:00:00,13909.14
2020-12-21,17.43,450.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23645,BELLOTA 1A,09:00:00,7843.5
2020-12-21,17.43,100.0,COMALCALCO,FRACTURADOR,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23645,BELLOTA 1A,09:00:00,1743.0
2020-12-22,17.43,220.0,AGUA DULCE,UNIDAD DE REGISTRO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,300.0,DI23648,5 PRESIDENTES 12,09:00:00,3834.6
2020-12-22,17.43,200.0,AGUA DULCE,GRUA,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,200.0,DI23648,5 PRESIDENTES 12,09:00:00,3486.0
2020-12-22,17.43,200.0,AGUA DULCE,RABON C/HIAB,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,200.0,DI23648,5 PRESIDENTES 12,09:00:00,3486.0
2020-12-22,17.43,100.0,AGUA DULCE,TRANSIT,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,100.0,DI23648,5 PRESIDENTES 12,09:00:00,1743.0
2020-12-22,17.43,3220.0,AGUA DULCE,TANQUE ESTACIONARIO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,3500.0,DI23654,BATERIA RABASA,11:00:00,56124.6
2020-12-22,0.0,0.0,AGUA DULCE,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,1000.0,DI23654,BATERIA RABASA,11:00:00,0.0
2020-12-24,18.11036,2000.0,VERACRUZ,TOTE,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,2000.0,DI23655,IXACHI 2001,12:00:00,36220.72
2020-12-22,0.0,0.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,800.0,DI23656,BELLOTA 1A,09:00:00,0.0
2020-12-22,17.43,1000.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23656,BELLOTA 1A,09:00:00,17430.0
2020-12-22,17.43,150.0,COMALCALCO,FRACTURADOR,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23656,BELLOTA 1A,09:00:00,2614.5
2020-12-23,17.43,700.0,CARDENAS,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,700.0,DI23657,QUESQUI 1DL,10:00:00,12201.0
2020-12-24,17.43,500.0,CENTLA,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,500.0,DI23660,ESCARBADO 4,09:00:00,8715.0
2020-12-24,18.11036,1800.0,VERACRUZ,TOTE,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,1800.0,DI23661,IXACHI 24,08:00:00,32598.648
2020-12-31,0.0,0.0,VERACRUZ,UNIDAD DE REGISTRO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,400.0,DI23662,TUZANDEPENTL 205A,10:00:00,0.0
2020-12-31,0.0,0.0,VERACRUZ,TRANSIT,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,150.0,DI23662,TUZANDEPENTL 205A,10:00:00,0.0
2020-12-31,17.43,1134.0,VERACRUZ,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,600.0,DI23662,TUZANDEPENTL 205A,10:00:00,19765.62
2020-12-23,17.43,700.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23671,BELLOTA 1A,10:00:00,12201.0
2020-12-23,17.43,750.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23671,BELLOTA 1A,10:00:00,13072.5
2020-12-23,17.43,150.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23671,BELLOTA 1A,10:00:00,2614.5
2020-12-24,17.43,1000.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23672,BELLOTA 1A,10:00:00,17430.0
2020-12-24,17.43,800.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23672,BELLOTA 1A,10:00:00,13944.0
2020-12-24,17.43,150.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23672,BELLOTA 1A,10:00:00,2614.5
2020-12-25,0.0,0.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,800.0,DI23673,BELLOTA 1A,10:00:00,0.0
2020-12-25,0.0,0.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,1000.0,DI23673,BELLOTA 1A,10:00:00,0.0
2020-12-25,0.0,0.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,150.0,DI23673,BELLOTA 1A,10:00:00,0.0
2020-12-26,17.43,1000.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23674,BELLOTA 1A,10:00:00,17430.0
2020-12-26,17.43,800.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23674,BELLOTA 1A,10:00:00,13944.0
2020-12-26,17.43,150.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23674,BELLOTA 1A,10:00:00,2614.5
2020-12-23,17.43,3000.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,3000.0,DI23676,TUPILCO 3001 EXP,08:00:00,52290.0
2020-12-25,17.43,1000.0,CENTLA,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23677,VALERIANA 1,13:00:00,17430.0
2020-12-26,17.43,304.0,CARDENAS,UNIDAD DE REGISTRO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,350.0,DI23683,QUESQUI 3,09:00:00,5298.72
2020-12-26,17.43,96.0,CARDENAS,HIAB,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,200.0,DI23683,QUESQUI 3,09:00:00,1673.28
2020-12-28,17.43,1200.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1200.0,DI23685,CIBIX 1001,09:00:00,20916.0
2020-12-26,17.43,1000.0,AGUA DULCE,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23687,BATERIA RABASA,11:00:00,17430.0
2020-12-26,17.43,4000.0,AGUA DULCE,TANQUE ESTACIONARIO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,4000.0,DI23687,BATERIA RABASA,11:00:00,69720.0
2020-12-26,17.43,1000.0,AGUA DULCE,GENERADOR,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23687,BATERIA RABASA,11:00:00,17430.0
2020-12-26,0.0,0.0,AGUA DULCE,GENERADOR,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,1000.0,DI23687,BATERIA RABASA,11:00:00,0.0
2020-12-27,17.43,501.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23693,BELLOTA 1A,10:00:00,8732.43
2020-12-27,17.43,550.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23693,BELLOTA 1A,10:00:00,9586.5
2020-12-27,17.43,89.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23693,BELLOTA 1A,10:00:00,1551.27
2020-12-28,17.43,800.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23694,BELLOTA 1A,10:00:00,13944.0
2020-12-28,17.43,1000.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23694,BELLOTA 1A,10:00:00,17430.0
2020-12-28,17.43,150.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23694,BELLOTA 1A,10:00:00,2614.5
2020-12-30,17.43,800.0,CARDENAS,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23702,QUESQUI 1DL,10:00:00,13944.0
2020-12-29,17.43,332.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23706,BELLOTA 1A,10:00:00,5786.76
2020-12-29,17.43,1000.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23706,BELLOTA 1A,10:00:00,17430.0
2020-12-29,17.43,73.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23706,BELLOTA 1A,10:00:00,1272.39
2020-12-30,17.43,740.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23707,BELLOTA 1A,10:00:00,12898.2
2020-12-30,0.0,0.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,1000.0,DI23707,BELLOTA 1A,10:00:00,0.0
2020-12-30,17.43,150.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23707,BELLOTA 1A,10:00:00,2614.5
2020-12-31,17.43,250.0,COMALCALCO,SPF,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23708,BELLOTA 1A,10:00:00,4357.5
2020-12-31,17.43,750.0,COMALCALCO,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1000.0,DI23708,BELLOTA 1A,10:00:00,13072.5
2020-12-31,17.43,100.0,COMALCALCO,PODSTREAK,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,150.0,DI23708,BELLOTA 1A,10:00:00,1743.0
2020-12-30,18.11036,1200.0,VERACRUZ,TOTE,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,1200.0,DI23711,IXACHI 24,12:00:00,21732.432
2020-12-30,18.11036,800.0,VERACRUZ,TOTE,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23712,IXACHI 2001,12:00:00,14488.288
2020-12-30,17.43,1100.0,CENTLA,TOTE,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,1100.0,DI23714,ESCARBADO 4,14:00:00,19173.0
2020-12-31,17.43,258.0,COMALCALCO,UNIDAD DE REGISTRO,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,400.0,DI23717,TUPILCO 3001 EXP,08:00:00,4496.94
2020-12-31,0.0,0.0,COMALCALCO,QUINTA CON HIAB,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FAKE FREIGHT,100.0,DI23717,TUPILCO 3001 EXP,08:00:00,0.0
2020-12-21,16.68,500.0,REYNOSA,GRUA 20 TON,12.5,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,500.0,DI23637,YUNQUE 1,10:00:00,8340.0
2020-12-21,16.68,250.0,REYNOSA,QUINTA,12.5,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,250.0,DI23637,YUNQUE 1,10:00:00,4170.0
2020-12-21,16.68,250.0,REYNOSA,QUINTA,12.5,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,250.0,DI23637,YUNQUE 1,10:00:00,4170.0
2020-12-21,16.68,801.0,REYNOSA,QUINTA,12.5,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,800.0,DI23637,YUNQUE 1,10:00:00,13360.68
2020-12-27,16.68,2015.0,REYNOSA,TANQUE ESTACIONARIO,65.0,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,2000.0,DI23686,POLVORIN DMS,09:00:00,33610.2
2020-12-22,16.68,5704.0,POZA RICA,GENERADOR,229.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,10000.0,DI23596,PLANTA MI SWACO ESEASA,07:00:00,95142.72
2020-12-23,16.25691,10000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,10000.0,DI23624,PLANTA MI SWACO PARAISO,08:43:00,162569.1
2020-12-21,18.11036,20000.0,VERACRUZ,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23643,PIKIT 01 EXP,14:00:00,362207.2
2020-12-22,16.42932,20000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23649,PLANTA MI SWACO CD DEL CARMEN,07:12:00,328586.4
2020-12-22,16.42932,61000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,61000.0,DI23649,PLANTA MI SWACO CD DEL CARMEN,07:12:00,1002188.52
2020-12-26,17.88,3000.0,CIUDAD DEL CARMEN,GENERADOR,0.0,MXS,TAGAL,POZO,2021,ENERO,Q1,FINANCE,3000.0,DI23650,PLANTA MI SWACO CD DEL CARMEN,08:00:00,53640.0
2020-12-22,16.25691,20000.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23651,PLANTA MI SWACO AEME,07:00:00,325138.2
2020-12-22,16.25691,63000.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,63000.0,DI23651,PLANTA MI SWACO AEME,07:00:00,1024185.33
2020-12-21,16.25691,20000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23652,PLANTA MI SWACO PARAISO,15:00:00,325138.2
2020-12-21,16.25691,45000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,45000.0,DI23652,PLANTA MI SWACO PARAISO,15:00:00,731560.9500000001
2020-12-21,16.25691,43000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,43000.0,DI23652,PLANTA MI SWACO PARAISO,15:00:00,699047.13
2020-12-21,16.25691,31500.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,31500.0,DI23652,PLANTA MI SWACO PARAISO,15:00:00,512092.665
2020-12-21,16.25691,31500.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,31500.0,DI23652,PLANTA MI SWACO PARAISO,15:00:00,512092.665
2020-12-21,16.25691,30000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,30000.0,DI23652,PLANTA MI SWACO PARAISO,15:00:00,487707.3000000001
2020-12-29,16.25691,10000.0,PARAISO,GENERADOR,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,10000.0,DI23653,PLANTA MI SWACO PARAISO,08:30:00,162569.1
2020-12-23,16.67932,6000.0,POZA RICA,TANQUE ESTACIONARIO,229.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,6000.0,DI23663,PLANTA MI SWACO ESEASA,07:00:00,100075.92
2020-12-23,16.67932,20000.0,POZA RICA,TANQUE ESTACIONARIO,228.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23663,PLANTA MI SWACO ESEASA,07:00:00,333586.4
2020-12-23,16.67932,64000.0,POZA RICA,TANQUE ESTACIONARIO,228.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,64000.0,DI23663,PLANTA MI SWACO ESEASA,07:00:00,1067476.48
2020-12-24,16.67932,12000.0,POZA RICA,TANQUE ESTACIONARIO,227.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,12000.0,DI23664,PLANTA MI SWACO ESEASA,08:00:00,200151.84
2020-12-24,16.67932,14000.0,POZA RICA,TANQUE ESTACIONARIO,230.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,14000.0,DI23664,PLANTA MI SWACO ESEASA,08:00:00,233510.48
2020-12-24,16.67932,64000.0,POZA RICA,TANQUE ESTACIONARIO,230.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,64000.0,DI23664,PLANTA MI SWACO ESEASA,08:00:00,1067476.48
2020-12-22,16.25691,20000.0,CARDENAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23665,QUESQUI 3 DEL,14:00:00,325138.2
2020-12-23,16.25691,20000.0,CARDENAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23669,QUESQUI 8,12:00:00,325138.2
2020-12-23,18.11036,20000.0,VERACRUZ,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23675,PIKIT 01 EXP,13:00:00,362207.2
2020-12-24,16.25691,63000.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,60000.0,DI23678,PLANTA MI SWACO AEME,07:00:00,1024185.33
2020-12-31,16.68,10000.0,POZA RICA,GENERADOR,230.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,10000.0,DI23679,PLANTA MI SWACO ESEASA,07:00:00,166800.0
2020-12-23,16.25691,20000.0,CARDENAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23680,QUESQUI 34,18:00:00,325138.2
2020-12-24,16.42932,60000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,60000.0,DI23681,PLANTA MI SWACO CD DEL CARMEN,06:00:00,985759.2
2020-12-24,16.42932,63000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,63000.0,DI23681,PLANTA MI SWACO CD DEL CARMEN,06:00:00,1035047.16
2020-12-27,16.42932,64000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,64000.0,DI23688,PLANTA MI SWACO CD DEL CARMEN,08:00:00,1051476.48
2020-12-27,16.42932,61000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,61000.0,DI23688,PLANTA MI SWACO CD DEL CARMEN,08:00:00,1002188.52
2020-12-29,16.67932,20000.0,POZA RICA,TANQUE ESTACIONARIO,229.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23689,PLANTA MI SWACO ESEASA,08:00:00,333586.4
2020-12-29,16.67932,20000.0,POZA RICA,TANQUE ESTACIONARIO,229.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23689,PLANTA MI SWACO ESEASA,08:00:00,333586.4
2020-12-29,16.67932,50000.0,POZA RICA,TANQUE ESTACIONARIO,229.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,50000.0,DI23689,PLANTA MI SWACO ESEASA,08:00:00,833966.0
2020-12-31,16.67932,6000.0,POZA RICA,TANQUE ESTACIONARIO,228.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,6000.0,DI23690,PLANTA MI SWACO ESEASA,08:00:00,100075.92
2020-12-31,16.67932,20000.0,POZA RICA,TANQUE ESTACIONARIO,228.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23690,PLANTA MI SWACO ESEASA,08:00:00,333586.4
2020-12-31,16.67932,63000.0,POZA RICA,TANQUE ESTACIONARIO,228.0,MXE,BURGOS,POZO,2021,ENERO,Q1,FINANCE,64000.0,DI23690,PLANTA MI SWACO ESEASA,08:00:00,1050797.16
2020-12-27,16.67932,20000.0,REYNOSA,TANQUE ESTACIONARIO,70.0,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23691,PLANTA MI SWACO REYNOSA,09:00:00,333586.4
2020-12-27,16.67932,20000.0,REYNOSA,TANQUE ESTACIONARIO,70.0,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23691,PLANTA MI SWACO REYNOSA,09:00:00,333586.4
2020-12-27,16.67932,20000.0,REYNOSA,TANQUE ESTACIONARIO,70.0,MXN,BURGOS,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23691,PLANTA MI SWACO REYNOSA,09:00:00,333586.4
2020-12-26,16.25691,43000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,43000.0,DI23692,PLANTA MI SWACO PARAISO,14:03:00,699047.13
2020-12-26,16.25691,40000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,40000.0,DI23692,PLANTA MI SWACO PARAISO,14:03:00,650276.4
2020-12-26,16.25691,39000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,39000.0,DI23692,PLANTA MI SWACO PARAISO,14:03:00,634019.4900000001
2020-12-28,16.25691,20000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23695,PLANTA MI SWACO PARAISO,09:00:00,325138.2
2020-12-28,16.25691,43000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,43000.0,DI23695,PLANTA MI SWACO PARAISO,09:00:00,699047.13
2020-12-28,16.25691,43000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,43000.0,DI23695,PLANTA MI SWACO PARAISO,09:00:00,699047.13
2020-12-28,16.25691,31500.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,31500.0,DI23695,PLANTA MI SWACO PARAISO,09:00:00,512092.665
2020-12-28,16.25691,31500.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,31500.0,DI23695,PLANTA MI SWACO PARAISO,09:00:00,512092.665
2020-12-28,16.25691,34000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,34000.0,DI23695,PLANTA MI SWACO PARAISO,09:00:00,552734.9400000001
2020-12-30,16.25691,40000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,40000.0,DI23697,PLANTA MI SWACO PARAISO,08:00:00,650276.4
2020-12-30,16.25691,43000.0,PARAISO,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,43000.0,DI23697,PLANTA MI SWACO PARAISO,08:00:00,699047.13
2020-12-29,16.25691,40000.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,40000.0,DI23698,PLANTA MI SWACO AEME,09:00:00,650276.4
2020-12-31,16.25691,45000.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,44000.0,DI23699,PLANTA MI SWACO AEME,08:03:00,731560.9500000001
2020-12-28,16.25691,10000.0,VERACRUZ,GENERADOR,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,10000.0,DI23701,PLANTA MI SWACO COATZACOALCOS,08:04:00,162569.1
2020-12-29,16.25691,20000.0,CARDENAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23703,QUESQUI 2DL,12:00:00,325138.2
2020-12-30,18.11036,20000.0,VERACRUZ,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23718,BOXJU 1,16:00:00,362207.2
2020-12-31,16.25691,61000.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,61000.0,DI23721,PLANTA MI SWACO AEME,08:00:00,991671.51
2020-12-31,16.25691,19970.0,CHIAPAS,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23721,PLANTA MI SWACO AEME,08:00:00,324650.4927
2020-12-31,16.42932,62000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,62000.0,DI23722,PLANTA MI SWACO CD DEL CARMEN,07:30:00,1018617.84
2020-12-31,16.42932,66000.0,CIUDAD DEL CARMEN,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,66000.0,DI23722,PLANTA MI SWACO CD DEL CARMEN,07:30:00,1084335.12
2020-12-31,18.11036,20000.0,VERACRUZ,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23730,BOXJU 1,12:00:00,362207.2
2020-12-31,18.11036,20000.0,VERACRUZ,TANQUE ESTACIONARIO,0.0,MXS,HIDROIN,POZO,2021,ENERO,Q1,FINANCE,20000.0,DI23730,BOXJU 1,12:00:00,362207.2
