UMAP Dim 1,UMAP Dim 2,KG CO2/km,Mercancía,Id Región,Cliente,Division,BL,periodo
20.518326,7.008788,0.8370040221088437,G SUPER,1000,02125-031,DAI,IGWC,2023-01
12.539758,3.5612257,0.0007970782423669295,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
2.8299983,10.732122,2.433216991836734,MAGNA,1000,02125-031,DAI,IGWC,2023-01
6.0007915,7.833488,0.7057421402067321,MAGNA,1000,02125-031,DAI,IGWC,2023-01
5.9781237,7.793681,1.458849524722641,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.14292,0.87338394,0.997642966472303,MAGNA,1000,02125-031,DAI,IGWC,2023-01
20.48504,8.507865,0.6432301930230216,G SUPER,1000,02125-031,DAI,IGWC,2023-01
14.161848,11.2265415,0.3189507593735167,MAGNA,1000,02125-031,DAI,IGWC,2023-01
16.044592,7.395951,-1.5004056918367352,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.81784,3.1011815,0.2858436088435375,MAGNA,1000,02125-031,DAI,IGWC,2023-01
21.280682,0.72683436,0.5112710588583261,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.207561,11.010793,1.5018932206632656,MAGNA,1000,02125-031,DAI,IGWC,2023-01
5.4003158,12.352801,0.9373213384574611,MAGNA,1000,02125-031,DAI,IGWC,2023-01
2.6205506,10.207499,0.5614668235457447,G SUPER,1000,02125-031,DAI,IGWC,2023-01
7.065016,7.0904455,-0.0025594998650321113,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
19.086704,10.688535,4.814128306122447,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.143902,10.529256,0.1927033674817351,MAGNA,1000,02125-031,DAI,IGWC,2023-01
22.192675,5.689518,0.7662707974300834,G SUPER,1000,02125-031,DAI,IGWC,2023-01
16.626226,8.080287,0.4330678173943997,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.165758,1.2497588,0.20882961614308646,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.041521,8.314908,0.4398530924614745,MAGNA,1000,02125-031,DAI,IGWC,2023-01
18.765163,11.919844,-0.21330609883381912,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
17.680521,9.509299,0.9800180078388974,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
19.58189,11.112697,0.30892285845951273,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
20.91623,4.412673,0.5531628163265307,G SUPER,1000,02125-031,DAI,IGWC,2023-01
4.067133,11.124878,0.511655674464908,G SUPER,1000,02125-031,DAI,IGWC,2023-01
13.975868,14.111161,0.17091326787941175,MAGNA,1000,02125-031,DAI,IGWC,2023-01
18.75433,11.983406,0.6396305568261785,MAGNA,1000,02125-031,DAI,IGWC,2023-01
6.825759,11.424934,0.3818838543849973,G SUPER,1000,02125-031,DAI,IGWC,2023-01
13.229623,13.1271925,0.5348019502475547,MAGNA,1000,02125-031,DAI,IGWC,2023-01
21.20742,9.092826,0.269721798367347,G SUPER,1000,02125-031,DAI,IGWC,2023-01
11.16485,13.935079,1.4443690777379656,MAGNA,1000,02125-031,DAI,IGWC,2023-01
21.256208,6.1995845,0.2504570196976277,G SUPER,1000,02125-031,DAI,IGWC,2023-01
5.5855145,11.786374,0.4621122181473013,G SUPER,1000,02125-031,DAI,IGWC,2023-01
9.120278,13.883485,0.16898544148271546,G SUPER,1000,02125-031,DAI,IGWC,2023-01
21.690527,8.147244,0.44960535316499456,G SUPER,1000,02125-031,DAI,IGWC,2023-01
7.345557,3.447216,0.26275238508092896,MAGNA,1000,02125-031,DAI,IGWC,2023-01
16.998652,1.3213396,0.2542524541681079,G SUPER,1000,02125-031,DAI,IGWC,2023-01
13.944051,7.7034273,0.3022436516303939,G SUPER,1000,02125-031,DAI,IGWC,2023-01
19.920336,7.312096,0.42329090623662063,MAGNA,1000,02125-031,DAI,IGWC,2023-01
9.112956,13.877773,0.48683833133253307,MAGNA,1000,02125-031,DAI,IGWC,2023-01
6.3939815,13.027141,0.48528070913686583,MAGNA,1000,02125-031,DAI,IGWC,2023-01
14.604589,14.544212,0.4908724548104957,MAGNA,1000,02125-031,DAI,IGWC,2023-01
13.745383,12.943937,2.6544660482374773,MAGNA,1000,02125-031,DAI,IGWC,2023-01
18.544556,3.8030906,0.17225450519085775,MAGNA,1000,02125-031,DAI,IGWC,2023-01
5.864065,7.382392,0.6732817876039303,G SUPER,1000,02125-031,DAI,IGWC,2023-01
16.19945,11.200647,0.3281151510869114,G SUPER,1000,02125-031,DAI,IGWC,2023-01
18.693426,11.865652,0.4741990164040301,REPSOL EFITEC 87,1000,02125-031,DAI,IGWC,2023-01
3.843594,10.731443,-1.3431684044526897,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
20.052378,5.0282874,0.39570649337107117,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.084675,6.984521,0.30612056249136227,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
5.862453,7.2919574,-0.6627090828770533,MAGNA,1000,02125-031,DAI,IGWC,2023-01
20.20552,0.24113263,1.5049777997448979,MAGNA,1000,02125-031,DAI,IGWC,2023-01
5.7956233,7.27671,0.439579158367347,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.98839,6.5425816,0.4207424526109374,MAGNA,1000,02125-031,DAI,IGWC,2023-01
22.20499,3.9765646,-0.83580386122449,G SUPER,1000,02125-031,DAI,IGWC,2023-01
19.821228,5.503049,0.48616043501611184,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
19.598389,4.2702775,0.3271107538936627,G SUPER,1000,02125-031,DAI,IGWC,2023-01
17.378258,3.3078341,0.11059920468187275,MAGNA,1000,02125-031,DAI,IGWC,2023-01
12.524075,3.3456852,0.00013847335447456,G SUPER,1000,02125-031,DAI,IGWC,2023-01
5.82992,7.2056704,0.79043119703154,MAGNA,1000,02125-031,DAI,IGWC,2023-01
4.989892,7.5149345,1.0574819317219977,MAGNA,1000,02125-031,DAI,IGWC,2023-01
15.386764,13.870451,0.9516816999072358,G SUPER,1000,02125-031,DAI,IGWC,2023-01
19.177172,11.468984,0.38483440417855774,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.129614,11.58363,0.9810638612244899,G SUPER,1000,02125-031,DAI,IGWC,2023-01
3.9579585,11.073065,0.2807091777580598,MAGNA,1000,02125-031,DAI,IGWC,2023-01
15.368139,13.896847,0.396257752207266,MAGNA,1000,02125-031,DAI,IGWC,2023-01
6.082056,7.5848007,-0.0024310586245138593,G SUPER,1000,02125-031,DAI,IGWC,2023-01
3.6487765,7.611121,0.40459900986231817,G SUPER,1000,02125-031,DAI,IGWC,2023-01
19.970594,9.040193,0.41896676860085735,MAGNA,1000,02125-031,DAI,IGWC,2023-01
8.206886,7.775446,0.4264930751289528,MAGNA,1000,02125-031,DAI,IGWC,2023-01
21.831902,7.573858,0.040652024822468144,G SUPER,1000,02125-031,DAI,IGWC,2023-01
5.834907,7.1654587,0.6254340438834491,G SUPER,1000,02125-031,DAI,IGWC,2023-01
12.185418,14.681171,1.838135191836735,MAGNA,1000,02125-031,DAI,IGWC,2023-01
16.714779,4.424607,-0.0011236848721850694,MAGNA,1000,02125-031,DAI,IGWC,2023-01
4.1618166,11.22942,2.27728910082845,MAGNA,1000,02125-031,DAI,IGWC,2023-01
4.5372233,11.309377,1.045004764739229,REPSOL EFITEC 87,1000,02125-031,DAI,IGWC,2023-01
8.690656,13.516893,0.7934983697764821,G SUPER,1000,02125-031,DAI,IGWC,2023-01
15.958429,2.089545,-0.00013406357727230273,G SUPER,1000,02125-031,DAI,IGWC,2023-01
9.077748,13.832696,0.5539613904837702,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.434132,8.048929,0.6954404846938776,G SUPER,1000,02125-031,DAI,IGWC,2023-01
12.102527,14.836315,1.615372448979591,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.542747,10.204874,0.6160934163795385,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.758411,4.694004,0.32752383867832857,MAGNA,1000,02125-031,DAI,IGWC,2023-01
16.951889,4.4915833,-0.0012014611982822713,G SUPER,1000,02125-031,DAI,IGWC,2023-01
7.226326,7.155181,0.0014375563246653495,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.393982,10.819818,0.311280597823712,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
9.109237,14.101806,0.4724973011543518,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
16.783564,3.0416248,-0.0008068119302172478,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.730293,6.7950068,0.2391440063168125,MAGNA,1000,02125-031,DAI,IGWC,2023-01
18.244177,2.9444551,0.4434166434842093,MAGNA,1000,02125-031,DAI,IGWC,2023-01
18.74657,11.992418,0.4114668952456326,MAGNA,1000,02125-031,DAI,IGWC,2023-01
7.219636,7.17005,0.0014015641187934329,MAGNA,1000,02125-031,DAI,IGWC,2023-01
19.155819,0.76057506,0.33024933013205277,MAGNA,1000,02125-031,DAI,IGWC,2023-01
17.320312,8.73484,0.31372146947478335,MAGNA,1000,02125-031,DAI,IGWC,2023-01
3.9707613,10.77756,0.618665579850988,G SUPER,1000,02125-031,DAI,IGWC,2023-01
18.675194,3.9169374,0.9312111141191171,MAGNA,1000,02125-031,DAI,IGWC,2023-01
9.133972,13.897812,0.2554018884108914,G SUPER,1000,02125-031,DAI,IGWC,2023-01
17.190945,3.1777494,0.3468301892931085,BP REGULAR,1000,02125-031,DAI,IGWC,2023-01
4.624911,10.422963,0.5314073934504032,G SUPER,1000,02125-031,DAI,IGWC,2023-01
10.003169,6.250576,0.0174459089224442,MAGNA,1000,02125-031,DAI,IGWC,2023-01
6.1548753,7.2735624,-0.9957610387851825,MAGNA,1000,02125-031,DAI,IGWC,2023-01
7.3557315,7.42996,0.002204654310269735,G SUPER,1000,02125-031,DAI,IGWC,2023-01
19.921072,3.9271894,-0.337040530612245,G SUPER,1000,02125-031,DAI,IGWC,2023-01
0.96969247,8.096107,1.5106389459183671,MAGNA,1000,02125-031,DAI,IGWC,2023-01
16.486578,5.5342307,0.5113655390417036,MAGNA,1000,02125-031,DAI,IGWC,2023-01
8.345963,7.744735,-0.05558520264278374,MAGNA,1000,02125-031,DAI,IRP,2023-01
12.363503,3.9539573,0.0012536993887682561,G SUPER,1000,02125-031,DAI,IGWC,2023-01
9.147031,13.994457,-0.02152764077555895,MAGNA,1000,02125-031,DAI,IGWC,2023-01
4.579986,11.29782,0.4301076657431614,G SUPER,1000,02125-031,DAI,IGWC,2023-01
20.107958,10.169898,0.6686665989649444,G SUPER,1000,02125-031,DAI,IGWC,2023-01
6.6093965,13.229626,0.5066199011711221,MAGNA,1000,02125-031,DAI,IGWC,2023-01
14.887632,14.364242,-0.27434610801233683,MAGNA,1000,02125-031,DAI,IGWC,2023-01
4.0038595,6.8955035,0.4912834706025266,MAGNA,1000,02125-031,DAI,IGWC,2023-01
10.682332,14.827308,0.12156666402019993,MAGNA,1000,02125-031,DAI,IGWC,2023-01
13.177818,2.9234896,7.035705055418001e-05,G SUPER,1000,02125-031,DAI,IGWC,2023-01
6.4932604,7.229744,1.0356655680779776,MAGNA,1000,02125-031,DAI,IGWC,2023-01
16.933989,8.133222,-2.89477158367347,G SUPER,1000,02125-031,DAI,IGWC,2023-01
8.969255,13.500602,0.49615218702406316,G SUPER,1000,02125-031,DAI,IGWC,2023-01
6.8183465,11.43046,0.15470477312676897,G SUPER,1000,02125-031,DAI,IGWC,2023-01
16.86037,4.5139966,-0.0013537286832995248,G SUPER,1000,02125-031,DAI,IGWC,2023-01
17.796858,0.7767881,0.7196331918367346,G SUPER,1000,02125-031,DAI,IGWC,2023-01
16.124365,2.3883057,-0.00022378316639915294,G SUPER,1000,02125-031,DAI,IGWC,2023-01
4.568756,10.947335,5.1513602135738,MAGNA,1000,02125-031,DAI,IGWC,2023-01
5.405255,6.295652,4.49456838367347,G SUPER,1000,02125-031,DAI,IGWC,2023-01
7.38069,12.535192,0.45047883847630965,G SUPER,1000,02125-031,DAI,IGWC,2023-01
9.324815,13.630753,0.2715464961314196,G SUPER,1000,02125-031,DAI,IGWC,2023-01
3.5388408,5.648901,31.562395836734698,MAGNA,1000,02125-031,DAI,IGWC,2023-01
22.461733,3.7993882,0.3694367437365785,G SUPER,1003,02125-031,RPF,RPI,2023-01
-2.2487469,6.2289686,2.6789203771653542,DIESEL,1003,02125-031,RPF,RPI,2023-01
20.046581,7.2105737,0.692585893293511,G SUPER,1003,02125-031,RPF,RPI,2023-01
10.541447,13.8425255,11.387314089566932,MAGNA,1003,02125-031,RPF,RPS,2023-01
3.3837178,0.5822325,-0.0018188382698036264,MAGNA,1003,02125-031,RPF,RPI,2023-01
20.564243,9.72498,0.4052693240146136,MAGNA,1003,02125-031,RPF,RPI,2023-01
5.16673,15.203539,0.3355841521348932,DIESEL,1003,02125-031,RPF,RPI,2023-01
4.7200575,14.68468,0.26261207738681097,DIESEL,1003,02125-031,RPF,RPS,2023-01
-3.6116958,9.973496,540.6260754330708,DIESEL,1003,02125-031,RPF,RPE,2023-01
8.174004,13.388893,0.7494885650487716,MAGNA,1003,02125-031,RPF,RPS,2023-01
19.527582,5.0391235,0.6145507335267304,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
11.918118,14.659705,0.5851406480538511,G SUPER,1003,02125-031,RPF,RPI,2023-01
20.138922,8.2856045,0.6357442139560138,G SUPER,1003,02125-031,RPF,RPI,2023-01
4.6263847,11.344118,1.3142338914214666,BP REGULAR,1003,02125-031,RPF,RPE,2023-01
20.017483,10.196146,0.3450485882876435,MAGNA,1003,02125-031,RPF,RPS,2023-01
19.741209,9.663099,0.4857935050460243,MAGNA,1003,02125-031,RPF,RPS,2023-01
-0.33937564,1.9562778,265.79787271653544,DIESEL,1003,02125-031,RPF,RPS,2023-01
2.1914709,13.397522,0.3888056375784351,DIESEL,1003,02125-031,RPF,RPI,2023-01
19.533014,3.957136,0.35865577650579655,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
-2.3865862,5.4466453,1.0657711171352173,DIESEL,1003,02125-031,RPF,RPI,2023-01
13.272108,9.684884,0.24723386098289424,DIESEL,1003,02125-031,RPF,RPS,2023-01
4.9148703,8.794211,0.7148609982059202,MAGNA,1003,02125-031,RPF,RPS,2023-01
17.18003,2.8102894,0.5487650034100069,G SUPER,1003,02125-031,RPF,RPI,2023-01
20.341465,4.135252,1.2079100624490908,G SUPER,1003,02125-031,RPF,RPI,2023-01
6.22603,9.527871,-0.0009032342455114604,REPSOL EFITEC 87,1003,02125-031,RPF,RPI,2023-01
-2.2073963,5.883992,2.7486451771653537,DIESEL,1003,02125-031,RPF,RPS,2023-01
3.3198779,0.45980293,1.146680585954674,MAGNA,1003,02125-031,RPF,RPI,2023-01
7.433105,7.3712864,0.0015745999555836032,MAGNA,1003,02125-031,RPF,RPI,2023-01
11.421906,14.889964,-0.06689066312833124,BP REGULAR,1003,02125-031,RPF,RPS,2023-01
12.342888,3.8299322,0.0005166072384621272,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
10.173958,12.4952545,0.12387346474387327,DIESEL,1003,02125-031,RPF,RPS,2023-01
11.689063,11.226597,0.412356348425197,DIESEL,1003,02125-031,RPF,RPS,2023-01
-2.2748516,6.076821,0.4004719803353596,DIESEL,1003,02125-031,RPF,RPS,2023-01
20.074066,9.226958,0.436771275590551,G SUPER,1003,02125-031,RPF,RPI,2023-01
-2.4120698,5.425841,0.5453659612170849,DIESEL,1003,02125-031,RPF,RPS,2023-01
4.983927,10.809372,0.8185900199013583,MAGNA,1003,02125-031,RPF,RPI,2023-01
-1.9388405,6.209843,17.89336318110236,DIESEL,1003,02125-031,RPF,RPI,2023-01
-1.3497777,6.916002,5.751260554061839,DIESEL,1003,02125-031,RPF,RPI,2023-01
-3.6125002,9.972799,536.8008954330708,DIESEL,1003,02125-031,RPF,RPI,2023-01
18.556849,11.86944,0.41568456042168295,MAGNA,1003,02125-031,RPF,RPI,2023-01
20.190237,7.3997617,0.4619718318229087,MAGNA,1003,02125-031,RPF,RPS,2023-01
2.8654296,10.82478,0.8672966979752529,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
18.25249,3.2105284,0.5165855058683702,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
22.423594,3.2199779,0.4861782798052734,G SUPER,1003,02125-031,RPF,RPI,2023-01
19.913054,8.432909,0.3686999302075878,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
-0.8561469,7.1364803,4.486280754330708,DIESEL,1003,02125-031,RPF,RPE,2023-01
6.0864396,12.631729,0.06852278058752269,BP REGULAR,1003,02125-031,RPF,RPS,2023-01
18.782719,-8.117459,0.3717488758328287,MAGNA,1003,02125-031,RPF,RPS,2023-01
4.6257668,10.728884,2.9337152653645555,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.3422194,-1.7604694,5.206928577165355,DIESEL,1003,02125-031,RPF,RPI,2023-01
14.249151,7.46283,0.3628630302260606,DIESEL,1003,02125-031,RPF,RPI,2023-01
-2.6488316,-0.061497916,4.759326915474851,DIESEL,1003,02125-031,RPF,RPI,2023-01
-0.4068424,7.43273,1.1404772726659167,DIESEL,1003,02125-031,RPF,RPI,2023-01
3.3089201,0.45893103,0.3727658010446713,MAGNA,1003,02125-031,RPF,RPI,2023-01
19.518124,7.00977,0.6006854273747697,MAGNA,1003,02125-031,RPF,RPI,2023-01
15.870264,14.073563,0.8004217254032568,BP REGULAR,1003,02125-031,RPF,RPE,2023-01
-2.2158537,5.913151,0.11104359048096288,DIESEL,1003,02125-031,RPF,RPS,2023-01
-3.3282697,4.8798456,1.1729786048048738,DIESEL,1003,02125-031,RPF,RPI,2023-01
10.837124,6.120461,0.9406712454865795,MAGNA,1003,02125-031,RPF,RPI,2023-01
19.64343,4.36459,2.066097661899406,MAGNA,1003,02125-031,RPF,RPS,2023-01
9.109233,6.6283817,0.9511927318013822,MAGNA,1003,02125-031,RPF,RPI,2023-01
8.603255,13.54386,0.2794215136457458,DIESEL,1003,02125-031,RPF,RPS,2023-01
-3.4166956,2.7775283,2.9212173466398093,DIESEL,1003,02125-031,RPF,RPE,2023-01
3.3420928,0.4153384,2.2817785397279877,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.9686093,1.989629,3.4861012080397837,DIESEL,1003,02125-031,RPF,RPI,2023-01
10.494272,7.0497093,0.5070745012373451,G SUPER,1003,02125-031,RPF,RPI,2023-01
20.382387,8.170344,0.3555263786035008,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.3668108,6.488751,0.7087943272440945,DIESEL,1003,02125-031,RPF,RPS,2023-01
3.5754514,14.336631,2.047070244548758,DIESEL,1003,02125-031,RPF,RPE,2023-01
4.8066006,-2.897749,0.45866957318599244,MAGNA,1003,02125-031,RPF,RPS,2023-01
10.091819,6.2736306,0.5799871746178784,MAGNA,1003,02125-031,RPF,RPI,2023-01
7.6409035,14.121518,0.29741937264775004,DIESEL,1003,02125-031,RPF,RPS,2023-01
17.297178,3.248081,0.5562325032318721,MAGNA,1003,02125-031,RPF,RPI,2023-01
5.371577,12.368245,0.5615898063196644,BP REGULAR,1003,02125-031,RPF,RPS,2023-01
2.1342292,10.139296,1.3160823079433726,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
1.9163569,7.802862,-0.12335300665218568,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
13.825533,14.428879,-0.01829650262196606,G SUPER,1003,02125-031,RPF,RPI,2023-01
14.0048065,6.13336,1.221427579898101,DIESEL,1003,02125-031,RPF,RPI,2023-01
3.315349,0.45961082,0.500878216037851,MAGNA,1003,02125-031,RPF,RPI,2023-01
5.606644,-3.5286622,0.4708584270716161,MAGNA,1003,02125-031,RPF,RPS,2023-01
8.3130455,14.158032,0.33486051968503927,DIESEL,1003,02125-031,RPF,RPS,2023-01
-0.785616,6.519717,2.2895025271653546,DIESEL,1003,02125-031,RPF,RPE,2023-01
17.94625,0.15737014,0.2403664019828616,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.2207692,5.883556,1.197350273274664,DIESEL,1003,02125-031,RPF,RPS,2023-01
3.333383,0.4032365,3.2270867919010113,MAGNA,1003,02125-031,RPF,RPI,2023-01
12.016571,14.529301,0.6967123798991416,MAGNA,1003,02125-031,RPF,RPS,2023-01
5.865794,-4.3444753,0.44984470625488154,MAGNA,1003,02125-031,RPF,RPS,2023-01
12.44991,9.878106,0.24667368749169022,DIESEL,1003,02125-031,RPF,RPS,2023-01
19.10353,4.597474,0.42541696307358134,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
-2.348625,-0.96508723,6.760919428601832,DIESEL,1003,02125-031,RPF,RPI,2023-01
13.716116,10.248555,0.18061961644931104,DIESEL,1003,02125-031,RPF,RPI,2023-01
10.697848,11.238129,0.3729101592045521,DIESEL,1003,02125-031,RPF,RPS,2023-01
19.024654,10.485261,3.029182456022785,G SUPER,1003,02125-031,RPF,RPI,2023-01
16.532303,3.2916834,0.4271967655966081,G SUPER,1003,02125-031,RPF,RPI,2023-01
3.3132308,0.46016982,0.8155092975923133,MAGNA,1003,02125-031,RPF,RPI,2023-01
19.729359,7.5891466,0.24995805982331484,MAGNA,1003,02125-031,RPF,RPI,2023-01
-3.6081882,9.9810095,541.0376454330708,DIESEL,1003,02125-031,RPF,RPI,2023-01
18.074213,12.002423,0.537775703273933,MAGNA,1003,02125-031,RPF,RPI,2023-01
7.1670494,7.5437303,0.002585836324054428,G SUPER,1003,02125-031,RPF,RPE,2023-01
19.506535,5.384202,0.3155577351844179,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
17.339033,12.6819315,0.5713289652111669,G SUPER,1003,02125-031,RPF,RPI,2023-01
-3.4279494,3.0777805,7.327166786466048,DIESEL,1003,02125-031,RPF,RPI,2023-01
17.361782,3.3929644,0.007447406415006947,MAGNA,1003,02125-031,RPF,RPI,2023-01
19.767578,9.884264,0.9327662780743013,BP REGULAR,1003,02125-031,RPF,RPE,2023-01
9.4702425,13.313162,0.9354345755121839,MAGNA,1003,02125-031,RPF,RPI,2023-01
19.921637,6.3357744,0.36433356832732366,MAGNA,1003,02125-031,RPF,RPI,2023-01
6.09352,8.953356,0.5205845914049901,MAGNA,1003,02125-031,RPF,RPI,2023-01
3.3745165,0.5396053,0.43109938059746333,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.27674,6.0847874,0.6857257863537018,DIESEL,1003,02125-031,RPF,RPI,2023-01
7.945932,13.36536,1.0901950023409233,MAGNA,1003,02125-031,RPF,RPI,2023-01
3.0310988,4.684995,56.42607543307086,MAGNA,1003,02125-031,RPF,RPI,2023-01
22.02979,6.7696557,0.9826825802543916,G SUPER,1003,02125-031,RPF,RPI,2023-01
19.997248,3.665271,0.6748853069802084,G SUPER,1003,02125-031,RPF,RPI,2023-01
3.2381082,5.8455086,40.34200942913385,DIESEL,1003,02125-031,RPF,RPE,2023-01
2.1992238,13.431478,0.478593380154811,DIESEL,1003,02125-031,RPF,RPI,2023-01
19.41961,5.2660027,0.7414850729585377,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
5.3499174,12.350305,0.9381839196236831,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
15.844399,3.1506412,0.4172346210629921,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.890081,4.847391,33.563588180687944,DIESEL,1003,02125-031,RPF,RPI,2023-01
-3.459397,4.6287374,3.274849527165354,DIESEL,1003,02125-031,RPF,RPI,2023-01
3.238188,14.441426,0.3079339090606631,DIESEL,1003,02125-031,RPF,RPI,2023-01
4.8271923,10.65765,0.5378477986501685,MAGNA,1003,02125-031,RPF,RPI,2023-01
2.7013164,9.390122,1.168546414041995,MAGNA,1003,02125-031,RPF,RPS,2023-01
1.0573134,8.482715,0.41234707982046787,MAGNA,1003,02125-031,RPF,RPS,2023-01
6.081533,7.748719,2.2269903690944877,MAGNA,1003,02125-031,RPF,RPI,2023-01
9.073785,13.127257,0.6889121295261968,MAGNA,1003,02125-031,RPF,RPS,2023-01
19.530308,5.9274907,0.0073220718314803285,G SUPER,1003,02125-031,RPF,RPI,2023-01
17.588856,3.6193793,0.47303706647134225,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
18.009413,3.5232983,0.4015443467624799,G SUPER,1003,02125-031,RPF,RPI,2023-01
18.385616,12.114881,0.3415950798042138,G SUPER,1003,02125-031,RPF,RPI,2023-01
20.127619,8.340719,0.5906902065139581,G SUPER,1003,02125-031,RPF,RPI,2023-01
12.794975,3.1510544,8.770412695368766e-05,MAGNA,1003,02125-031,RPF,RPE,2023-01
3.9006526,-0.3494674,0.8953126554082057,MAGNA,1003,02125-031,RPF,RPI,2023-01
9.962935,11.843006,0.3023237210842245,DIESEL,1003,02125-031,RPF,RPS,2023-01
8.0375395,13.924175,0.406123742409773,DIESEL,1003,02125-031,RPF,RPS,2023-01
2.389877,9.114586,0.6983604178308358,MAGNA,1003,02125-031,RPF,RPS,2023-01
20.94294,9.335878,0.40893037667588833,MAGNA,1003,02125-031,RPF,RPS,2023-01
-0.7689509,7.164266,4.358694054330709,DIESEL,1003,02125-031,RPF,RPI,2023-01
13.8382435,14.489348,0.46704230377123895,MAGNA,1003,02125-031,RPF,RPI,2023-01
10.743607,15.46358,0.8891961271653546,MAGNA,1003,02125-031,RPF,RPI,2023-01
1.8999463,3.7686176,153.3144954330709,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
-2.564242,-0.31395784,9.715960357909806,DIESEL,1003,02125-031,RPF,RPI,2023-01
0.7450423,3.6192484,233.3043354330708,DIESEL,1003,02125-031,RPF,RPE,2023-01
11.549312,11.349558,0.31767051670120194,DIESEL,1003,02125-031,RPF,RPI,2023-01
6.3359013,12.323383,0.6101264896909563,BP REGULAR,1003,02125-031,RPF,RPS,2023-01
22.323933,2.9100218,0.3978751205206493,G SUPER,1003,02125-031,RPF,RPI,2023-01
7.2094016,6.8952518,-0.0022564740102681974,G SUPER,1003,02125-031,RPF,RPE,2023-01
18.083618,3.9458275,0.44207372016959423,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.1245384,6.1656604,0.0005405720182312477,DIESEL,1003,02125-031,RPF,RPE,2023-01
3.3805969,0.5231071,0.7657494082476975,MAGNA,1003,02125-031,RPF,RPI,2023-01
-3.4584255,2.8822994,4.254727701324266,DIESEL,1003,02125-031,RPF,RPI,2023-01
3.6417882,11.2900305,0.3010866951457099,BP REGULAR,1003,02125-031,RPF,RPS,2023-01
3.731594,0.13584554,0.4562343119688328,MAGNA,1003,02125-031,RPF,RPI,2023-01
2.860675,10.780798,1.4153972408899465,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
-2.2805407,5.441746,21.02207464566929,DIESEL,1003,02125-031,RPF,RPS,2023-01
1.6813298,9.492177,0.8182450013407768,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
4.3395963,11.225216,3.529626178641731,BP REGULAR,1003,02125-031,RPF,RPI,2023-01
-3.3313477,5.1739726,0.9150850441699141,DIESEL,1003,02125-031,RPF,RPI,2023-01
3.23824,5.8468504,40.34200942913385,DIESEL,1003,02125-031,RPF,RPE,2023-01
14.252965,10.2674885,1.0427554811255213,MAGNA,1003,02125-031,RPF,RPI,2023-01
17.902973,3.6645765,0.6107137899490505,MAGNA,1003,02125-031,RPF,RPI,2023-01
-2.4358246,-1.5735697,2.5814258827029497,DIESEL,1003,02125-031,RPF,RPI,2023-01
-2.3389087,-1.7845168,3.299530398200225,DIESEL,1003,02125-031,RPF,RPS,2023-01
-2.3360827,-1.797878,0.7727524724409449,DIESEL,1003,02125-031,RPF,RPS,2023-01
-2.3413503,-1.7968107,0.6666786885394939,DIESEL,1003,02125-031,RPF,RPS,2023-01
